sno,COMPLAINT ID,COMPLAINT DESCRIPTION,COMPLAINT TYPE,RECEIVED DATE,COMPLAINT DATE,COUNTY,CLOSED DATE,STATUS,ZIP CODE
1,99816,"That there is an air quality issue in his area the last few days, not sure if it is weather related.",Air,2022-07-22,2022-07-22,Baltimore City,2022-07-29,Incident Closed-Managed,
2,99815,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-17,2022-07-17,Baltimore City,2022-07-29,Incident Closed-Managed,
3,99814,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-15,2022-07-15,Baltimore City,2022-07-29,Incident Closed-Managed,
4,99813,Air quality in apartment from carpeting.,Fumes,2022-07-27,2022-07-27,Baltimore,,Incident Not Applicable to MDE,
5,99801,Questions/ Concerns regarding neighbors fire pit.,"Air, Open Burning",2022-07-12,2022-07-12,Montgomery,,Referred to Outside Agency,
6,99799,Unknown chemical outside of home is causing severe health issues.,"Air, Fumes",2022-07-18,2022-06-21,Montgomery,,Referred to Outside Agency,20902
7,99798,Question about air vents,Other,2022-07-25,2022-07-25,Prince Georges,2022-07-25,Incident Closed-Managed,
8,99791,Odor Complaint,Odor,2022-07-25,2022-07-17,Baltimore City,2022-07-17,Incident Closed - No further action,21224
9,99786,Odor in area around Beachwood Road,Odor,2022-07-21,2022-07-18,Baltimore,,Under Investigation,21222
10,99785,paint booth does not have proper safety requirements and ventilation,"Air, Fumes, Odor",2022-07-18,2022-06-29,Montgomery,2022-07-20,Incident Closed-Managed,20852
11,99784,Paint booth is not vented and is affecting other tenants,"Air, Fumes, Odor",2022-07-18,2022-06-12,Montgomery,2022-07-20,Incident Closed-Managed,20852
12,99783,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-10,2022-07-10,Baltimore City,2022-07-20,Incident Closed-Managed,
13,99782,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-09,2022-07-09,Baltimore City,2022-07-20,Incident Closed-Managed,
14,99781,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-08,2022-07-08,Baltimore City,2022-07-20,Incident Closed-Managed,
15,99780,He smells an industrial odor in the residential neighborhood.,Odor,2022-07-06,2022-07-06,Baltimore City,2022-07-20,Incident Closed-Managed,
16,99779,loud noise in the Cheverly area,Other,2022-06-28,2022-06-28,Prince Georges,,Referred to Outside Agency,
17,99778,strong gasoline smell in the area,Other,2022-07-18,2022-07-18,Prince Georges,,Referred to Outside Agency,
18,99772,Dust from dragging horse track.,Fugitive Dust/Particulate Matter,2022-07-18,2022-06-05,Worcester,,Under Investigation,21851
19,99771,Dust from dragging horse track,Fugitive Dust/Particulate Matter,2022-07-19,2022-06-05,Worcester,,Under Investigation,
20,99769,Spray paint overspray.  No ground or air containment.  Containers and fuel cans not properly stored.,Air,2022-07-19,2022-07-19,Anne Arundel,2022-07-19,Incident Closed-No Violation Observed,21122
21,99765,Asbestos in Building,Asbestos Complaint,2022-07-18,2022-07-13,Allegany,,Referred to ARA,21562
22,99764,"HVAC Company discarding AC units, wrapped in camo tarps in the woods and fluids leaking.  Streams nearby.",Air,2022-07-18,2022-07-15,Anne Arundel,2022-07-15,Incident Closed - No further action,
23,99760,Wants CO Detectors,Other,2022-07-13,2022-07-13,Allegany,2022-07-15,Incident Closed - No further action,
24,99759,Open Burning House Debris,Open Burning,2022-07-13,2022-07-13,Garrett,,Referred to Outside Agency,21531
25,99757,Fugitive Material from Tire Recycling Facility,Fugitive Dust/Particulate Matter,2022-06-29,2022-07-29,Allegany,2022-07-15,Incident Closed - No further action,21562
26,99756,Unknown,Other,2022-06-27,2022-06-27,Allegany,2022-07-15,Incident Closed - No further action,21532
27,99744,Air Quality,Air,2022-07-13,,Anne Arundel,2022-07-13,Incident Closed - No further action,
28,99730,Burning loads of construction & demolition debris.,Air,2022-07-11,2022-07-08,Anne Arundel,2022-07-13,Incident Closed-Managed,21077
29,99721,complainant making inquiry about idling law in Maryland,Other,2022-07-07,2022-07-07,Howard,2022-07-08,Incident Closed-Managed,
30,99706,Odor in area around American Yeast on Beachwood Road,Odor,2022-05-29,2022-05-29,Baltimore,,Under Investigation,21222
31,99705,Odor in area around American Yeast on Beachwood Road,Odor,2022-05-28,2022-05-28,Baltimore,,Under Investigation,21222
32,99704,Odor in area around American Yeast plant on Beachwood Road.,Odor,2022-05-27,2022-05-27,Baltimore,,Under Investigation,21222
33,99703,Cat urine odor from neighbors house.,Air,2022-07-06,2022-07-05,Anne Arundel,2022-07-06,Incident Closed-No Violation Observed,21108
34,99702,Cat urine odor from neighbors house.,Air,2022-07-06,2022-07-05,Anne Arundel,2022-07-06,Incident Closed-No Violation Observed,21108
35,99671,Odor Complaint,Odor,2022-06-27,2022-06-14,Baltimore City,2022-06-14,Incident Closed - No further action,21224
36,99670,Odor Complaint,Odor,2022-06-27,2022-06-13,Baltimore City,2022-06-13,Incident Closed - No further action,21224
37,99652,Open burning leaves.,Air,2022-06-21,2022-06-15,Anne Arundel,2022-06-21,Incident Closed - No further action,21225
38,99651,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-14,2022-06-14,Baltimore City,2022-06-21,Incident Closed-Managed,
39,99650,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-12,2022-06-12,Baltimore City,2022-06-21,Incident Closed-Managed,
40,99649,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-11,2022-06-11,Baltimore City,2022-06-21,Incident Closed-Managed,
41,99648,Open burning of leaves at neighbors yard.,Air,2022-06-21,2022-06-15,Anne Arundel,2022-06-21,Incident Closed - No further action,
42,99643,Dust From Demolition Project and Crusher on Site,Fugitive Dust/Particulate Matter,2022-06-15,2022-06-15,Allegany,,Under Investigation,21502
43,99635,Odors from waterman spraying crab pots,Odor,2022-06-16,2022-06-16,Somerset,,Referred to Outside Agency,21824
44,99563,Employer is allowing refrigerant release and also providing unsafe working conditions.,"Air, Air Pollutant Release",2022-06-09,2022-06-09,Montgomery,,Referred to Outside Agency,
45,99561,An individual complained to the Governors Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
46,99561,An individual complained to the Governors Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
47,99561,An individual complained to the Governors Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
48,99561,An individual complained to the Governors Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
49,99560,There is a demolition occurring in the area creating dust.,Fugitive Dust/Particulate Matter,2022-06-03,2022-06-03,Baltimore City,2022-06-09,Incident Closed-Managed,
50,99559,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-02,2022-06-02,Baltimore City,2022-06-09,Incident Closed-Managed,
51,99558,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-26,2022-05-26,Baltimore City,2022-06-09,Incident Closed-Managed,
52,99557,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-25,2022-05-25,Baltimore City,2022-06-09,Incident Closed-Managed,
53,99551,Concerns of Freon in the area,Other,2022-06-06,2022-06-06,Not Yet Determined,2022-06-08,Incident Closed-Managed,
54,99550,Playground fire occurred at a playground with recycled tire mulch. Concerned with toxins associated with the recycled tires.,"Fumes, Open Burning, Smoke",2022-06-06,2022-06-06,Montgomery,,Referred to Outside Agency,20837
55,99542,Smoke from neighbor clearing and burning trees & brush from his 3 acre land.,Air,2022-06-06,2022-06-06,Anne Arundel,2022-06-09,Incident Closed-Managed,21035
56,99538,Feces odor coming from a homeowners yard at 1215 Thompson Avenue.  Property has goats and chickens.  Residential area with nearby/close homes.,Air,2022-06-06,2022-06-03,Anne Arundel,,Referred to Outside Agency,21144
57,99537,Open Burning,Open Burning,2022-06-03,2022-06-03,Washington,,Referred to Outside Agency,21750
58,99528,Dust from paving,Fugitive Dust/Particulate Matter,2022-06-02,2022-06-02,Baltimore,,Under Investigation,
59,99525,Odor at the back of her house and near Marley Creek.,Air,2022-06-01,2022-06-01,Anne Arundel,2022-06-02,Incident Closed-Managed,21060
60,99524,Odor from mosquito and bug spray company spraying at next door neighbors yard.,Air,2022-06-01,2022-05-26,Anne Arundel,2022-05-26,Incident Closed-No Violation Observed,21144
61,99521,Bat in my Attic,Other,2022-05-31,2022-05-31,Allegany,2022-06-01,Incident Closed - No further action,21502
62,99516,Open burning in fire pit too close to complainants house.,Open Burning,2022-05-31,2022-05-30,Wicomico,2022-06-01,Incident Closed-No Violation Observed,21804
63,99514,Odors from composting facility,Odor,2022-05-24,2022-05-24,Caroline,,Referred to LMA,21660
64,99513,Odor inside complainants home.,Odor,2022-05-23,2022-05-23,Not Yet Determined,,Incident Not Applicable to MDE,
65,99512,Open burning of recreational fire creating nuisance.,Open Burning,2022-05-23,2022-05-23,Worcester,,Referred to Outside Agency,21811
66,99511,"Burning of refrigerator, HVAC equipment and oils and plastic.",Open Burning,2022-05-20,2022-05-20,Somerset,2022-05-23,Incident Closed-No Violation Observed,21821
67,99509,Gaithersburg High School has vehicle paint booth that emits odor throughout building.,"Fumes, Odor",2022-05-27,2022-02-09,Montgomery,,Referred to Outside Agency,20877
68,99508,Smoke from burning yard waste at neighbors property,Open Burning,2022-05-24,2022-05-20,Montgomery,,Referred to Outside Agency,20904
69,99507,Concerns regarding activities at Owens Landing Marina including dust.,Fugitive Dust/Particulate Matter,2022-05-19,2022-05-19,Cecil,,Referred to WMA,21903
70,99506,Contractor is grit basting bridge without containment.,Fugitive Dust/Particulate Matter,2022-05-12,2022-05-12,Baltimore City,2022-06-09,Incident Closed-Managed,
71,99505,There is a chemical odor coming from her pantry and does not want to turn on oven.,Odor,2022-05-20,2022-05-20,Baltimore City,2022-05-27,Incident Closed - No further action,
72,99504,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-20,2022-05-20,Baltimore City,2022-05-27,Incident Closed-Managed,
73,99503,"BGE gas line has a leak for 15 years, they are aware of the leak and have not repaired the line.",Air,2022-05-19,2022-05-19,Baltimore City,2022-05-27,Incident Closed - No further action,
74,99499,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-19,2022-05-19,Baltimore City,2022-05-25,Incident Closed-Managed,
75,99498,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-18,2022-05-18,Baltimore City,2022-05-25,Incident Closed-Managed,
76,99497,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-17,2022-05-17,Baltimore City,2022-05-25,Incident Closed-Managed,
77,99496,She wanted information if air is heavily polluted in Baltimore City.,Air,2022-05-16,2022-05-16,Baltimore City,2022-05-27,Incident Closed - No further action,
78,99495,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-15,2022-05-15,Baltimore City,2022-05-25,Incident Closed-Managed,
79,99494,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-14,2022-05-14,Baltimore City,2022-05-25,Incident Closed-Managed,
80,99493,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-12,2022-05-12,Baltimore City,2022-05-25,Incident Closed-Managed,
81,99491,concern of sediments in Bladensburg water front,Other,2022-05-24,2022-05-22,Prince Georges,2022-05-24,Incident Closed-Managed,
82,99483,Mold in complainants apartment.,Other,2022-05-20,2022-05-20,Baltimore,,Incident Not Applicable to MDE,
83,99481,smell in apartment unit,Other,2022-05-18,2022-05-18,Prince Georges,2022-05-20,Incident Closed-Managed,
84,89463,Odor Complaint,Odor,2022-05-06,2022-05-06,Dorchester,2022-05-06,Incident Closed - No further action,21835
85,89462,Odor,Odor,2022-05-11,2022-05-11,Caroline,,Referred to LMA,21660
86,89459,Neighbor is burning bamboo,Smoke,2022-05-11,2022-05-11,Harford,2022-05-19,Incident Closed-Managed,
87,89456,Neighbor is burning bamboo,Smoke,2022-05-11,,Harford,2022-05-12,Incident Closed - No further action,
88,89445,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-09,2022-05-09,Baltimore City,2022-05-10,Incident Closed-Managed,
89,89444,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-04,2022-05-04,Baltimore City,2022-05-10,Incident Closed-Managed,
90,89443,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-01,2022-05-01,Baltimore City,2022-05-10,Incident Closed-Managed,
91,89436,Odor Complaint,Odor,2022-03-30,2022-03-30,Dorchester,2022-03-30,Incident Closed - No further action,21835
92,89435,Odor Complaint,Odor,2022-02-25,2022-02-24,Dorchester,2022-02-24,Incident Closed - No further action,21835
93,89433,Firepit in front parking lot at her townhouse neighborhood.,Air,2022-05-06,2022-05-04,Anne Arundel,2022-05-06,Incident Closed-No Violation Observed,
94,89432,Odor in home,Odor,2022-05-04,2022-05-04,Baltimore,,Incident Not Applicable to MDE,
95,89430,concerns of neighbor burning log of woods,Other,2022-05-03,2022-05-03,Howard,,Referred to Outside Agency,
96,89416,Piles of old furniture believed  going to be open burned by furniture store.,Open Burning,2022-04-29,2022-04-29,Caroline,2022-05-03,Incident Closed-No Violation Observed,21632
97,89413,Demolition occurring next-door to American Plant Nursery is causing severe dust issues.,Fugitive Dust/Particulate Matter,2022-04-29,2022-04-29,Montgomery,,Referred to Outside Agency,20816
98,89412,Smoke from open burning,Smoke,2022-05-03,2022-04-22,Somerset,,Under Investigation,21817
99,89408,Concern of Loud noise in the area,Other,2022-05-01,2022-05-01,Prince Georges,,Referred to Outside Agency,
100,89407,concerns of smell in her surroundings,Other,2022-04-29,2022-04-29,Prince Georges,,Referred to Outside Agency,
101,89406,concerns of smell in her surroundings,Other,2022-04-29,2022-04-29,Prince Georges,,Referred to Outside Agency,
102,89404,concerns of smell in her surroundings,Other,2022-04-28,2022-04-28,Prince Georges,,Referred to Outside Agency,
103,89402,Odor,Odor,2022-04-27,2022-04-26,Harford,2022-04-29,Incident Closed-Managed,
104,89401,Odor inside apartment.,Air,2022-04-29,2022-04-28,Anne Arundel,,Incident Not Applicable to MDE,21076
105,89400,Odor from septic tank.,Air,2022-04-29,2022-04-28,Anne Arundel,2022-04-29,Incident Closed-No Violation Observed,21122
106,89399,Smoke from open burning.,Air,2022-04-29,2022-04-28,Anne Arundel,2022-04-29,Incident Closed-Managed,
107,89397,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-24,2022-04-24,Baltimore City,2022-04-28,Incident Closed-Managed,
108,89396,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-22,2022-04-22,Baltimore City,2022-04-28,Incident Closed-Managed,
109,89395,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-20,2022-04-20,Baltimore City,2022-04-28,Incident Closed-Managed,
110,89392,Citizen had questions re burning yard debris from storm,Other,2022-04-26,2022-04-26,St. Marys,2022-04-27,Incident Closed - No further action,
111,89388,Toxic fumes/odor from the basement in his house.,Air,2022-04-27,2022-04-22,Anne Arundel,,Incident Not Applicable to MDE,
112,89387,dust on car in the area from the Quarry,Other,2022-04-22,2022-04-22,Howard,,Under Investigation,20794
113,79382,Automotive spray painting fumes occurring in residential neighborhood.,Air,2022-04-21,2022-04-20,Anne Arundel,2022-04-21,Incident Closed-Managed,
114,79380,Indoor air issue.,Air,2022-04-21,2022-04-19,Anne Arundel,,Incident Not Applicable to MDE,
115,79379,Indoor Air,Odor,2022-04-18,2022-04-18,Allegany,2022-04-21,Incident Closed - No further action,21502
116,79378,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-15,2022-04-15,Baltimore City,2022-04-20,Incident Closed-Managed,
117,79377,Neighbor farm is spreading lime on the field creating visible emissions.,Fugitive Dust/Particulate Matter,2022-04-14,2022-04-14,Calvert,2022-04-20,Incident Closed-Managed,
118,79376,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-13,2022-04-13,Baltimore City,2022-04-20,Incident Closed-Managed,
119,79375,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-12,2022-04-12,Baltimore City,2022-04-20,Incident Closed-Managed,
120,79374,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-11,2022-04-11,Baltimore City,2022-04-20,Incident Closed-Managed,
121,79373,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-06,2022-04-06,Baltimore City,2022-04-20,Incident Closed-Managed,
122,79371,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-05,2022-04-05,Baltimore City,2022-04-20,Incident Closed-Managed,
123,79370,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-04,2022-04-04,Baltimore City,2022-04-20,Incident Closed-Managed,
124,79369,She has furniture with mold.,ARA AQCP non-regulated entity,2022-04-01,2022-04-01,Baltimore City,2022-04-20,Incident Closed - No further action,
125,79368,"He is hearing a humming noise, wants someone to inspect the area.",Noise Complaint,2022-04-01,2022-04-01,Baltimore City,2022-04-20,Incident Closed - No further action,
126,79364,Smoke from open burning of leaves.,Air,2022-04-19,2022-04-14,Anne Arundel,2022-04-19,Incident Closed - No further action,
127,79363,"Smoke from open burning of yard waste debris, tree branches, leaves.",Air,2022-04-19,2022-04-14,Anne Arundel,2022-04-19,Incident Closed - No further action,
128,79362,"Smoke from open burning of trash, boxes, plastic & cans.",Air,2022-04-19,2022-04-14,Anne Arundel,2022-04-29,Incident Closed - No further action,21061
129,79361,Dust or opacity observed from direction of facilities and covering over the RT. 70 highway in Frederick.,Air,2022-04-19,2022-04-12,Frederick,2022-04-19,Incident Closed-Managed,
130,79360,Sandblasting dust at the Gables Paint Shop.,Air,2022-04-19,2022-04-12,Frederick,,Under Investigation,
131,79359,Indoor air quality/odor inside the Heritage Harbor Recreation Center.,Air,2022-04-19,2022-04-11,Anne Arundel,,Incident Not Applicable to MDE,
132,79358,Dust or opacity cloud observed from the direction of facilities and over RT. 70 highway.,Air,2022-04-19,2022-04-11,Frederick,2022-04-19,Incident Closed - No further action,
133,79355,Noise,Noise Complaint,2022-04-13,2022-04-13,Harford,,Incident Not Applicable to MDE,
134,79343,Spray painting in neighbors shed,Other,2022-04-14,2022-04-14,Prince Georges,,Under Investigation,20707
135,79337,facility painting without paint booth,Other,2022-04-07,2022-04-07,Prince Georges,2022-06-08,Incident Closed-Managed,
136,79336,painting without paint booth,Other,2022-04-07,2022-04-07,Prince Georges,,Under Investigation,
137,79334,painting without a paint booth,Other,2022-04-07,2022-04-07,Prince Georges,2022-06-08,Incident Closed-Managed,
138,79333,Town of Manchester referral. Inquiring about requirements of hemp pharmacy manufacturing.,"Air, Fumes, Odor",2022-04-01,2022-04-01,Carroll,2022-04-15,Incident Closed-Managed,21102
139,79324,Odor coming from Honeygo Reclamation Center,Odor,2022-04-11,,Baltimore,2022-04-14,Incident Closed-No Violation Observed,21128
140,79322,Work w/o Permits or Approval,Other,2022-04-05,2022-04-05,Allegany,,Referred to WMA,
141,79311,Concerns regarding neighbor spraying herbicides.,"Agricultural, Air",2022-04-01,2022-04-01,Carroll,,Referred to Outside Agency,21074
142,79310,Unknown,Other,2022-04-04,,Baltimore,2022-04-14,Incident Closed - No further action,
143,79309,Outdoor Wood Burner,Smoke,2022-03-30,2022-03-30,Washington,2022-04-05,Incident Closed - No further action,
144,79308,Open Burning,Open Burning,2022-03-27,,Washington,2022-06-21,Incident Closed-Managed,21742
145,79297,Noise in between walls inside his house.,Air,2022-04-04,2022-04-01,Anne Arundel,2022-04-04,Incident Closed - No further action,
146,79296,Mold,Air,2022-04-04,2022-04-01,Anne Arundel,,Incident Not Applicable to MDE,
147,79288,Fugitive dust,Fugitive Dust/Particulate Matter,2022-03-25,,Harford,2022-04-06,Incident Closed-No Violation Observed,21085
148,79284,Concern of exhaust pipe near window,Other,2022-03-30,2022-03-30,Prince Georges,2022-03-30,Incident Closed-Managed,
149,79265,Question re air quality,Air,2022-03-24,,Baltimore,2022-03-28,Incident Closed-Managed,
150,79264,Neighboring farmer is burning plastics from his field.,Fumes,2022-03-25,2022-03-25,Baltimore,,Referred to Outside Agency,
151,79260,Smoke from chimney stack at the warehouse.  Dumpsters outside.  Concern of types of materials being burned.,Air,2022-03-25,2022-03-23,Charles,,Referred to LMA,20601
152,79259,Smoke from firepit open burning.,Air,2022-03-25,2022-03-23,Anne Arundel,2022-04-06,Incident Closed - No further action,
153,79254,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-18,2022-03-18,Baltimore City,2022-03-24,Incident Closed-Managed,
154,79253,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-17,2022-03-17,Baltimore City,2022-03-24,Incident Closed-Managed,
155,79252,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-16,2022-03-16,Baltimore City,2022-03-24,Incident Closed-Managed,
156,79251,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-11,2022-03-11,Baltimore City,2022-03-24,Incident Closed-Managed,
157,79250,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-15,2022-03-15,Baltimore City,2022-03-24,Incident Closed-Managed,
158,79249,He smells an industrial odor in the residential neighborhood.,Odor,2022-03-09,2022-03-09,Baltimore City,2022-03-24,Incident Closed-Managed,
